"7","1","В нашем интернете - магазине стартует акция на зимюю верхнюю одежду европейского производителя    LEMMI (-25 %)   ","","","2011-11-21 00:00:00","t"
"8","1","В продажу поступает новая коллекция праздничных платьев.","<p><span style=""font-size: 18px;"">Наш ""Братец Кролик"" предлагает Вашему вниманию роскошную коллекцию вечерних платьев для различных торжеств: празднования Нового года, проведения свадеб,&nbsp;дней рождений и крестин.&nbsp;</span></p>","<p><span style=""font-size: 18px;"">Наш ""Братец Кролик"" предлагает Вашему вниманию роскошную коллекцию вечерних платьев для различных торжеств: празднования Нового года, проведения свадеб,&nbsp;дней рождений и крестин.&nbsp;</span></p>","2011-11-25 00:00:00","t"
"9","1","Родителям-если Вы ищите репетиторов, обратитесь к нашим менеджерам по форме обратной связи в ""Контактах"".","<p><span style=""font-size: 14px; font-family: times new roman,times,serif;"">На нашем сайте ""Братец Кролик"" родители смогут не только подобрать интересующую их детскую одежду, но и воспользоваться при желании услугами высококвалифицированного детского психолога, опытных школьных репетиторов по русскому языку и литературе, английскому и испанскому языкам.</span></p>","<p><span style=""font-size: 14px; font-family: times new roman,times,serif;"">На нашем сайте ""Братец Кролик"" родители смогут не только подобрать интересующую их детскую одежду, но и воспользоваться при желании услугами высококвалифицированного детского психолога, опытных школьных репетиторов по русскому языку и литературе, английскому и испанскому языкам.</span></p>","2011-12-08 00:00:00","t"
"10","1","С 12.12.11г. в продажу поступают новые элегантные детские бальные платья.","<p><span style=""font-size: 14px; font-family: times new roman,times,serif;"">С 12.12.11г. в наш интернет-магазин ""Братец Кролик"" поступают новые нарядные детские вечерние и бальные платья. Платья в крупный черный горох с пышной юбкой является абсолютном хитом хитом продаж сезона.Наш новый ассортимент порадует и любителей пышных корсетных платьев. В любом из них Ваша юная принцесса проведет новогодний бал сказачно.</span></p>","<p><span style=""font-size: 14px; font-family: times new roman,times,serif;"">С 12.12.11г. в наш интернет-магазин ""Братец Кролик"" поступают новые нарядные детские вечерние и бальные платья. Платья в крупный черный горох с пышной юбкой является абсолютном хитом хитом продаж сезона.Наш новый ассортимент порадует и любителей пышных корсетных платьев. В любом из них Ваша юная принцесса проведет новогодний бал сказачно.</span></p>","2011-12-08 00:00:00","t"
"11","1","У нас в продаже появились новые модели из джинсовой коллекции Lemmi для мальчиков","<p><span style=""font-size: 14px; font-family: times new roman,times,serif;"">В нашем интернет-магазине появились в продаже новые модели подростковых джинсов для мальчиков. Каждая модель представлена в полнотах: slim,&nbsp; mid, big, super big . Роста 128-176 см.</span></p>\r\n<p><span style=""font-size: 14px; font-family: times new roman,times,serif;"">Все модели неутепленные. Подробнее Вы сможете ознакомится с новинками в разделе Lemmi /джинсовая коллекция/.<br /></span></p>","<p><span style=""font-size: 14px; font-family: times new roman,times,serif;"">В нашем интернет-магазине появились в продаже новые модели подростковых джинсов для мальчиков. Каждая модель представлена в полнотах: slim,&nbsp; mid, big, super big . Роста 128-176 см.</span></p>\r\n<p><span style=""font-size: 14px; font-family: times new roman,times,serif;"">Все модели неутепленные. Подробнее Вы сможете ознакомится с новинками в разделе Lemmi /джинсовая коллекция/.<br /></span></p>","2011-12-23 00:00:00","t"
"12","1","Наш интернет-магазин ""Братец Кролик"" представляет Вам новинки из зимней коллекции верхней детской одежды Lemmi","<p><span style=""font-size: 14px; font-family: times new roman,times,serif;"">""Братец Кролик"" представляет новые модели из зимней коллекции Lemmi сезона 2011.</span></p>\r\n<p><span style=""font-size: 14px; font-family: times new roman,times,serif;"">Лидерами продаж стали двойные зимние куртки с флисовым жакетом и полукомбинезоны со съемными лямками для мальчиков-подростков. Подробнее с описанием моделей можно ознакомится в разделе Lemmi/верхняя зимняя одежда/. Кроме того на нашем сайте уже выложены фотографии новых зимних моделей для девочек с кратким описанием. <br /></span></p>","<p><span style=""font-size: 14px; font-family: times new roman,times,serif;"">""Братец Кролик"" представляет новые модели из зимней коллекции Lemmi сезона 2011.</span></p>\r\n<p><span style=""font-size: 14px; font-family: times new roman,times,serif;"">Лидерами продаж стали двойные зимние куртки с флисовым жакетом и полукомбинезоны со съемными лямками для мальчиков-подростков. Подробнее с описанием моделей можно ознакомится в разделе Lemmi/верхняя зимняя одежда/. Кроме того на нашем сайте уже выложены фотографии новых зимних моделей для девочек с кратким описанием. <br /></span></p>","2011-12-23 00:00:00","t"
"13","1","В начале февраля ""Братец Кролик"" обновит коллекцию ""Этти Детти""","<p><span style=""font-size: 14px; font-family: times new roman,times,serif;"">В начале февраля в нашем интернет-магазине состоится онлайн-презентация новой коллекции детской одежды бренда ""Этти Детти"" сезона весна-лето 2012г. ""Братец Кролик"" как всегда порадует пап и мам яркими необычными комплектами, в которых Ваши дети будут неотразимы. </span></p>","<p><span style=""font-size: 14px; font-family: times new roman,times,serif;"">В начале февраля в нашем интернет-магазине состоится онлайн-презентация новой коллекции детской одежды бренда ""Этти Детти"" сезона весна-лето 2012г. ""Братец Кролик"" как всегда порадует пап и мам яркими необычными комплектами, в которых Ваши дети будут неотразимы. </span></p>","2012-01-17 00:00:00","t"
"14","1","В нашем интернет-магазине в продажу поступила новая коллекция весна-лето 2012 от LEMMI","<p><img style=""float: left; margin: 15px;"" src=""/data/LEMMI/b_01_cr.jpg"" alt=""Коллекция LEMMI весна-лето 2012"" width=""150"" height=""144"" />В нашем интернет-магазине в продажу поступила новая коллекция весна-лето 2012 от LEMMI.</p>\r\n<p>Новинки нашего интернет-магазина Вы можете посмотреть в разделах:</p>\r\n<p><a style=""color: #e36935;"" href=""/ishop/27"">Джинсы, брюки, бриджи - Мальчики</a></p>\r\n<p><a style=""color: #e36935;"" href=""/ishop/28"">Джинсы, брюки, бриджи - Девочки</a></p>\r\n<p><a style=""color: #e36935;"" href=""/spring_boys_lemmi"">Весенняя коллекция для мальчиков 2012</a></p>\r\n<p><a style=""color: #e36935;"" href=""/spring_girls_lemmi"">Весенняя коллекция для девочек 2012</a></p>\r\n<p>Хит новой коллекции - куртки из искусственной кожи для подростков ""во взрослом стиле"".</p>","<p><img style=""float: left; margin: 15px;"" src=""/data/LEMMI/b_01_cr.jpg"" alt=""Коллекция LEMMI весна-лето 2012"" width=""150"" height=""144"" />В нашем интернет-магазине в продажу поступила новая коллекция весна-лето 2012 от LEMMI.</p>\r\n<p>Новинки нашего интернет-магазина Вы можете посмотреть в разделах:</p>\r\n<p><a style=""color: #e36935;"" href=""/ishop/27"">Джинсы, брюки, бриджи - Мальчики</a></p>\r\n<p><a style=""color: #e36935;"" href=""/ishop/28"">Джинсы, брюки, бриджи - Девочки</a></p>\r\n<p><a style=""color: #e36935;"" href=""/spring_boys_lemmi"">Весенняя коллекция для мальчиков 2012</a></p>\r\n<p><a style=""color: #e36935;"" href=""/spring_girls_lemmi"">Весенняя коллекция для девочек 2012</a></p>\r\n<p>Хит новой коллекции - куртки из искусственной кожи для подростков ""во взрослом стиле"".</p>","2012-02-05 00:00:00","t"
"15","1","Видео-презентация новой весенне-летней коллекции бренда ""Этти Детти""","<p>Видео-презентация новой весенне-летней коллекции бренда ""<a href=""/detskaya-odejda-etti-detti""><strong>Этти Детти</strong></a>"".</p>\r\n<p>Интернет-магазин ""<strong>Братец Кролик</strong>"" предлагает своим маленьким ""покупателям"" разнообразие новых ярких моделей с уникальным дизайном от крупнейшего российского бренда ""<a href=""/detskaya-odejda-etti-detti"">Этти&nbsp; Детти</a>"". В ассортименте имеется детская одежда для мальчиков и девочек от нуля до семи лет. Уверены, что эта коллекция никого не оставит равнодушным! Предлагаем Вашему вниманию видео-презентацию ""Этти Дети весна-лето 2012"".</p>\r\n<p>&nbsp;</p>\r\n<p><iframe width=""560"" height=""315"" frameborder=""0"" scrolling=""auto"" src=""http://www.youtube.com/embed/726U10q3EhU""></iframe></p>","<p>Видео-презентация новой весенне-летней коллекции бренда ""<a href=""/detskaya-odejda-etti-detti""><strong>Этти Детти</strong></a>"".</p>\r\n<p>Интернет-магазин ""<strong>Братец Кролик</strong>"" предлагает своим маленьким ""покупателям"" разнообразие новых ярких моделей с уникальным дизайном от крупнейшего российского бренда ""<a href=""/detskaya-odejda-etti-detti"">Этти&nbsp; Детти</a>"". В ассортименте имеется детская одежда для мальчиков и девочек от нуля до семи лет. Уверены, что эта коллекция никого не оставит равнодушным! Предлагаем Вашему вниманию видео-презентацию ""Этти Дети весна-лето 2012"".</p>\r\n<p>&nbsp;</p>\r\n<p><iframe width=""560"" height=""315"" frameborder=""0"" scrolling=""auto"" src=""http://www.youtube.com/embed/726U10q3EhU""></iframe></p>","2012-02-11 00:00:00","t"
"16","1","Ура! Мы открыли свой блог в ЖЖ","<p>Читайте наши новости, обзоры, полезные статьи,&nbsp; а так же узнавайте о проведении занимательных конкурсов для Вашех детишек в блоге <a href=""http://bratetskrolik.livejournal.com/"">http://bratetskrolik.livejournal.com/</a>.</p>\r\n<p>Будем рады прочесть Ваши комментарии, отзывы о плюсах и недостатках нашей работы. Обещаем принять все Ваши мнения по улучшению нашей работы во внимание!</p>\r\n<p>Добавляйте нас в друзья! ;)</p>","<p>Читайте наши новости, обзоры, полезные статьи,&nbsp; а так же узнавайте о проведении занимательных конкурсов для Вашех детишек в блоге <a href=""http://bratetskrolik.livejournal.com/"">http://bratetskrolik.livejournal.com/</a>.</p>\r\n<p>Будем рады прочесть Ваши комментарии, отзывы о плюсах и недостатках нашей работы. Обещаем принять все Ваши мнения по улучшению нашей работы во внимание!</p>\r\n<p>Добавляйте нас в друзья! ;)</p>","2012-03-27 00:00:00","t"
